DATE,GOLDPMGBD228NLBM
2020-04-24,1715.90
2020-04-27,1714.95
2020-04-28,1691.55
2020-04-29,1703.35
2020-04-30,1702.75
2020-05-01,1686.25
2020-05-04,1709.10
2020-05-05,1699.55
2020-05-06,1691.50
2020-05-07,1704.05
2020-05-08,.
2020-05-11,1702.75
2020-05-12,1702.40
2020-05-13,1708.40
2020-05-14,1731.60
2020-05-15,1735.35
2020-05-18,1734.70
2020-05-19,1737.95
2020-05-20,1748.30
2020-05-21,1724.90
2020-05-22,1733.55
2020-05-25,.
2020-05-26,1720.25
2020-05-27,1694.60
2020-05-28,1717.35
2020-05-29,1728.70
2020-06-01,1730.60
2020-06-02,1742.15
2020-06-03,1705.35
2020-06-04,1700.05
2020-06-05,1683.45
2020-06-08,1690.35
2020-06-09,1713.50
2020-06-10,1722.05
2020-06-11,1738.25
2020-06-12,1733.50
2020-06-15,1710.45
2020-06-16,1719.85
2020-06-17,1724.35
2020-06-18,1719.50
2020-06-19,1734.75
2020-06-22,1761.85
2020-06-23,1768.90
2020-06-24,1766.05
2020-06-25,1756.55
2020-06-26,1747.60
2020-06-29,1771.60
2020-06-30,1768.10
2020-07-01,1771.05
2020-07-02,1777.45
2020-07-03,1772.90
2020-07-06,1787.90
2020-07-07,1789.55
2020-07-08,1811.10
2020-07-09,1812.10
2020-07-10,1803.10
2020-07-13,1807.50
2020-07-14,1801.90
2020-07-15,1804.60
2020-07-16,1807.70
2020-07-17,1807.35
2020-07-20,1815.65
2020-07-21,1842.55
2020-07-22,1852.40
2020-07-23,1878.30
2020-07-24,1902.10
2020-07-27,1936.65
2020-07-28,1940.90
2020-07-29,1950.90
2020-07-30,1957.65
2020-07-31,1964.90
2020-08-03,1958.55
2020-08-04,1977.90
2020-08-05,2048.15
2020-08-06,2067.15
2020-08-07,2031.15
2020-08-10,2044.50
2020-08-11,1939.65
2020-08-12,1931.90
2020-08-13,1944.25
2020-08-14,1944.75
2020-08-17,1972.85
2020-08-18,2008.75
2020-08-19,1981.00
2020-08-20,1927.15
2020-08-21,1924.35
2020-08-24,1943.95
2020-08-25,1911.15
2020-08-26,1932.95
2020-08-27,1923.85
2020-08-28,1957.35
2020-08-31,.
2020-09-01,1972.35
2020-09-02,1947.05
2020-09-03,1940.45
2020-09-04,1926.30
2020-09-07,1928.45
2020-09-08,1910.95
2020-09-09,1947.20
2020-09-10,1966.25
2020-09-11,1947.40
2020-09-14,1958.70
2020-09-15,1949.35
2020-09-16,1961.80
2020-09-17,1936.25
2020-09-18,1950.85
2020-09-21,1909.35
2020-09-22,1906.00
2020-09-23,1873.40
2020-09-24,1861.75
2020-09-25,1859.70
2020-09-28,1864.30
2020-09-29,1883.95
2020-09-30,1886.90
2020-10-01,1902.00
2020-10-02,1903.05
2020-10-05,1909.60
2020-10-06,1913.40
2020-10-07,1884.50
2020-10-08,1887.45
2020-10-09,1923.25
2020-10-12,1925.50
2020-10-13,1891.30
2020-10-14,1910.05
2020-10-15,1891.90
2020-10-16,1905.05
2020-10-19,1905.60
2020-10-20,1898.40
2020-10-21,1924.15
2020-10-22,1900.95
2020-10-23,1903.65
2020-10-26,1898.45
2020-10-27,1905.70
2020-10-28,1869.95
2020-10-29,1870.30
2020-10-30,1881.85
2020-11-02,1889.90
